,valence,year,acousticness,artists,danceability,energy,explicit,instrumentalness,liveness,mode,name,release_date,speechiness,genera,duration_ms,key,loudness,popularity,tempo
20,0.7909999999999999,1955,0.919,"Dizzy Gillespie, Charlie Parker",0.701,0.39299999999999996,0,0.384,0.0964,1,Salt Peanuts,1955-01-01,0.155,jazz,0.0928299071618037,0.4545454545454546,0.8088125878365345,0.38202247191011235,0.18270460758985674
21,0.28800000000000003,1956,0.958,Billie Holiday,0.5870000000000001,0.098,0,7.000000000000003e-06,0.114,0,Autumn In New York,1956-01-01,0.0607,jazz,0.11048765558049375,0.9090909090909092,0.6619912370139712,0.6404494382022472,0.1552083072060999
22,0.27699999999999997,1956,0.941,Chet Baker,0.43799999999999994,0.007559999999999998,0,0.00643,0.109,0,My Funny Valentine,1956,0.0382,jazz,0.05743725770250969,0.0,0.35214527818347163,0.696629213483146,0.5427086207329002
23,0.24,1956,0.9440000000000001,Billie Holiday,0.426,0.145,0,1.74e-05,0.23800000000000002,1,God Bless The Child,1956-01-01,0.0334,jazz,0.08906345643746175,0.7272727272727273,0.7498966629006036,0.5280898876404494,0.3853056259249039
24,0.366,1956,0.92,Billie Holiday,0.40399999999999997,0.207,0,3.4899999999999995e-05,0.11800000000000001,1,Good Morning Heartache,1956-01-01,0.0338,jazz,0.08742284737808612,0.09090909090909091,0.7292843561409794,0.4943820224719101,0.37909779527954046
25,0.467,1956,0.653,Count Basie,0.344,0.42200000000000004,0,0.21600000000000005,0.0699,0,April In Paris,1956,0.0451,jazz,0.11282582636196695,0.36363636363636365,0.7525696492049933,0.4382022471910112,0.491189896912388
26,0.426,1956,0.867,Charlie Parker,0.484,0.488,0,0.141,0.147,0,Koko - Original Take 2,1956-01-01,0.048,jazz,0.07822383187104673,0.4545454545454546,0.8292319986772851,0.348314606741573,0.6471569389751436
27,0.0625,1957,0.9890000000000001,Billie Holiday,0.313,0.0437,0,0.14800000000000002,0.209,1,Strange Fruit,1957-01-01,0.0315,jazz,0.09042414813303407,0.5454545454545454,0.4572184408498444,0.6853932584269663,0.33896009430886154
28,0.74,1957,0.605,"Sonny Rollins, Tommy Flanagan, Doug Watkins, Max Roach",0.552,0.509,0,0.509,0.0827,1,St. Thomas,1957-04,0.0428,jazz,0.22734327178126912,0.0,0.8099148502300973,0.5056179775280899,0.40932804936165934
29,0.10300000000000001,1958,0.9159999999999999,"Louis Armstrong, Ella Fitzgerald",0.172,0.0696,0,0.00199,0.13699999999999998,0,Summertime,1958-01-01,0.0339,jazz,0.15754437869822482,1.0,0.4939237785554852,0.7415730337078652,0.760007775464647
30,0.584,1958,0.7979999999999999,John Coltrane,0.506,0.493,0,0.00355,0.307,1,Blue Train - Remastered 2003,1958,0.0427,jazz,0.37808610487655575,0.7272727272727273,0.8669293725371325,0.6629213483146067,0.551800897940756
31,0.7,1958,0.442,Miles Davis,0.5529999999999999,0.546,0,0.0005139999999999999,0.16699999999999998,0,Milestones,1958-04,0.0341,jazz,0.1855577943276882,0.8181818181818182,0.8751963404888534,0.6292134831460674,0.4479921743710652
32,0.195,1958,0.956,Nina Simone,0.47700000000000004,0.0494,0,2.21e-06,0.109,1,I Loves You Porgy - 2013 Remastered Version,1958-06-24,0.0652,jazz,0.12671457355641705,0.36363636363636365,0.49772658381327695,0.5842696629213483,0.09821540545285806
33,0.281,1958,0.768,Cannonball Adderley,0.535,0.258,0,8.950000000000001e-05,0.115,0,Autumn Leaves,1958,0.033,jazz,0.3879737553560498,0.6363636363636364,0.8189809584171512,0.550561797752809,0.40245554189972144
34,0.16,1959,0.81,Miles Davis,0.42100000000000004,0.0161,0,0.0021,0.0978,0,Blue in Green,1959-08-17,0.0374,jazz,0.18279432768822687,0.18181818181818182,0.38196147592934504,0.7415730337078652,0.4022862374275753
35,0.598,1959,0.539,The Dave Brubeck Quartet,0.45399999999999996,0.26,0,0.00078,0.0675,0,Take Five,1959-12-14,0.0401,jazz,0.17412262803509487,0.7272727272727273,0.7171870263716278,0.7528089887640449,0.7998131380270386
36,0.21,1959,0.705,Miles Davis,0.517,0.151,0,0.0013599999999999999,0.11599999999999999,1,So What,1959-08-17,0.0373,jazz,0.32620064782697406,0.0,0.604949158147097,0.7078651685393258,0.5617459680453484
37,0.397,1959,0.23,Peggy Lee,0.838,0.171,0,0.0,0.11,0,Fever,1959-05-04,0.0729,jazz,0.0947172770863089,0.36363636363636365,0.7331422745184492,0.6629213483146067,0.5590433670270135
38,0.278,1959,0.9570000000000001,Charles Mingus,0.35600000000000004,0.0937,0,0.096,0.209,0,Goodbye Pork Pie Hat,1959,0.0353,jazz,0.1857529075698837,0.7272727272727273,0.6221995646063545,0.6629213483146067,0.250181845544157
39,0.498,1959,0.703,Miles Davis,0.638,0.18600000000000005,0,0.00103,0.11800000000000001,1,Freddie Freeloader,1959-08-17,0.0347,jazz,0.34135061722097526,0.7272727272727273,0.644492821516162,0.6179775280898876,0.5116820085780933
40,0.22399999999999998,1959,0.899,Miles Davis,0.349,0.0219,0,0.12,0.0906,0,Flamenco Sketches,1959-08-17,0.0425,jazz,0.3284278718628851,0.18181818181818182,0.5002617873184712,0.6179775280898876,0.8223745265745315
41,0.365,1959,0.7709999999999999,Miles Davis,0.508,0.149,0,0.00474,0.115,1,All Blues,1959-08-17,0.0313,jazz,0.40916012038359517,0.0,0.5763178924743035,0.5730337078651685,0.5811093832300784
42,0.361,1959,0.742,Miles Davis,0.429,0.304,0,0.000674,0.175,1,On Green Dolphin Street,1959-08-17,0.0436,jazz,0.3431359671495613,0.7272727272727273,0.7428697401416409,0.5280898876404494,0.1774812510973438
43,0.32799999999999996,1960,0.547,Etta James,0.27399999999999997,0.348,0,0.0133,0.33399999999999996,1,At Last,1960,0.0293,jazz,0.08202407671903694,0.4545454545454546,0.8429000523574637,0.8539325842696629,0.25495372344428
44,0.157,1960,0.948,John Coltrane,0.303,0.0141,0,0.0944,0.0792,0,Naima,1960,0.0418,jazz,0.13212418384003263,0.9090909090909092,0.5362506544682962,0.6629213483146067,0.7817351827234194
45,0.5770000000000001,1960,0.441,John Coltrane,0.431,0.491,0,0.000458,0.134,0,Giant Steps,1960,0.0562,jazz,0.14817575494796978,0.0,0.7846179282978314,0.5842696629213483,0.6362838295417491
46,0.285,1961,0.6940000000000001,John Coltrane,0.27699999999999997,0.242,0,0.46399999999999997,0.113,1,My Favorite Things,1961,0.0342,jazz,0.4929351152825953,0.36363636363636365,0.572542643776351,0.651685393258427,0.8064724472647922
47,0.342,1961,0.927,Oliver Nelson,0.575,0.187,0,0.8759999999999999,0.166,0,Stolen Moments,1961,0.0513,jazz,0.30259130789634764,0.0,0.7202733610736036,0.5955056179775281,0.38060899445684604
48,0.109,1961,0.9590000000000001,"Thelonious Monk, John Coltrane",0.461,0.131,0,0.885,0.187,1,"Ruby, My Dear",1961,0.0295,jazz,0.21071401244643947,0.9090909090909092,0.6726831822315302,0.5617977528089888,0.1199616243196468
49,0.0435,1961,0.8270000000000001,"Modest Mussorgsky, Eugene Ormandy, Philadelphia Orchestra",0.239,0.212,0,0.748,0.157,1,Night on Bald Mountain,1961,0.0514,classical,0.4137848143236074,0.8181818181818182,0.5296646366667586,0.42696629213483145,0.2176126815320173
50,0.272,1961,0.812,Miles Davis,0.5529999999999999,0.309,0,0.00297,0.156,0,Someday My Prince Will Come,1961-12-11,0.0333,jazz,0.31329511834319523,0.0,0.7335005097963572,0.47191011235955055,0.18512503448794798
51,0.165,1961,0.885,"Richard Wagner, Eugene Ormandy, Philadelphia Orchestra",0.19899999999999998,0.513,0,0.941,0.267,1,Die Walküre: Ride of the Valkyries,1961,0.0336,classical,0.15849699041012036,1.0,0.8135798726886936,0.449438202247191,0.3048609195113998
52,0.763,1962,0.708,"Stan Getz, Charlie Byrd",0.588,0.35600000000000004,0,0.0972,0.122,1,Desafinado,1962-01-01,0.0807,jazz,0.19002945827382164,0.0,0.5881121000854255,0.5842696629213483,0.25330457247485516
53,0.282,1963,0.9359999999999999,"Duke Ellington, John Coltrane",0.46399999999999997,0.305,0,0.0846,0.20800000000000002,0,In A Sentimental Mood,1963-02,0.0316,jazz,0.13018644154254233,0.2727272727272727,0.7380748987296426,0.7528089887640449,0.3853746018209636
54,0.545,1963,0.5429999999999999,"Louis Armstrong, Duke Ellington",0.7140000000000001,0.226,0,0.0255,0.593,0,It Don't Mean a Thing (If It Ain't Got That Swing),1963,0.19699999999999998,jazz,0.12050283105488674,0.6363636363636364,0.7156989721403181,0.5617977528089888,0.31024103940404835
55,0.228,1964,0.00038500000000000003,The Animals,0.295,0.584,0,0.218,0.0996,0,House Of The Rising Sun,1964-01-01,0.0345,rock,0.14042223525811057,0.8181818181818182,0.8962219956460635,0.7865168539325842,0.44162758032556615
56,0.963,1964,0.493,The Kinks,0.573,0.9390000000000001,0,0.0,0.0994,1,You Really Got Me - Mono Mix,1964-10-02,0.0808,rock,0.05305039787798408,0.7272727272727273,0.9032489184050263,0.797752808988764,0.5681795379869071
57,0.414,1964,0.7490000000000001,Herbie Hancock,0.515,0.583,0,0.000294,0.12300000000000001,0,Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,1964-06-17,0.0284,jazz,0.1803802795347888,0.0,0.855272947725206,0.7078651685393258,0.43479269607966087
58,0.9309999999999999,1965,0.0383,The Rolling Stones,0.723,0.863,0,0.0317,0.128,1,(I Can't Get No) Satisfaction - Mono Version,1965-07-30,0.0338,rock,0.10951846561926137,0.18181818181818182,0.8633194631982144,0.8651685393258427,0.561407359101056
59,0.435,1965,0.449,The Beatles,0.688,0.435,0,0.0,0.113,1,In My Life - Remastered 2009,1965-12-03,0.0323,rock,0.0607529075698837,0.8181818181818182,0.7677257571164815,0.8202247191011236,0.35408462715392897
60,0.562,1965,0.7290000000000001,Bob Dylan,0.483,0.721,0,0.0,0.18899999999999997,1,Like a Rolling Stone,1965-08-30,0.032,rock,0.20311352275045907,0.0,0.8923640772685938,0.8314606741573034,0.3040582909027064
61,0.546,1965,0.8640000000000001,Nina Simone,0.39899999999999997,0.326,0,0.0,0.191,0,Feeling Good,1965-06-01,0.0386,jazz,0.0783940777392369,0.6363636363636364,0.8261456639753094,0.8314606741573034,0.2033848353357245
62,0.6940000000000001,1965,0.787,Vince Guaraldi Trio,0.496,0.38799999999999996,0,0.9390000000000001,0.16699999999999998,1,Linus And Lucy,1965,0.0382,jazz,0.08569679657212814,0.7272727272727273,0.6900713714899833,0.6853932584269663,0.21947503072562624
63,0.65,1965,0.183,The Beatles,0.425,0.369,0,0.00126,0.11199999999999999,1,Norwegian Wood (This Bird Has Flown) - Remastered 2009,1965-12-03,0.0379,rock,0.046954703121811874,0.36363636363636365,0.7534790156796827,0.7640449438202247,0.8142541824475156
64,0.37799999999999995,1965,0.207,The Beatles,0.39799999999999996,0.392,0,0.0,0.102,1,You've Got To Hide Your Love Away - Remastered 2009,1965-08-06,0.0282,rock,0.04977746888390124,0.6363636363636364,0.8313538537848935,0.7191011235955056,0.8621736186009179
65,0.519,1965,0.485,John Coltrane,0.37,0.586,0,1.96e-06,0.348,0,"A Love Supreme, Pt. I – Acknowledgement",1965-02,0.0581,jazz,0.2625828912466843,0.4545454545454546,0.7096089724158836,0.550561797752809,0.46904863427725796
66,0.17800000000000002,1965,0.7190000000000001,Herbie Hancock,0.467,0.45899999999999996,0,0.00312,0.0944,0,Maiden Voyage - Remastered 1999/Rudy Van Gelder Edition,1965-05-17,0.0305,jazz,0.27165374413385024,0.0,0.8132767505304639,0.550561797752809,0.4866437583084601
67,0.8220000000000001,1966,0.406,Buffalo Springfield,0.653,0.519,0,0.0209,0.10099999999999999,1,For What It's Worth,1966-12-05,0.0497,rock,0.0654458273821669,0.18181818181818182,0.80065584612417,0.8426966292134831,0.32677017231432937
68,0.813,1966,0.9359999999999999,The Beatles,0.581,0.28,0,1.56e-05,0.305,0,Eleanor Rigby - Remastered 2009,1966-08-05,0.0381,rock,0.048127933074882674,0.36363636363636365,0.8302240348314917,0.7752808988764045,0.5709950086533397
69,0.621,1966,0.0362,The Rolling Stones,0.596,0.9009999999999999,0,0.7490000000000001,0.0698,1,Jumpin' Jack Flash - Mono,1966-01-01,0.0482,rock,0.1073849724546011,0.2727272727272727,0.8775662046350134,0.7078651685393258,0.5680353156587825
70,0.5870000000000001,1966,0.45799999999999996,Bob Dylan,0.556,0.5920000000000001,0,0.0,0.0637,1,Rainy Day Women #12 & 35,1966-06-20,0.0338,rock,0.14219929606202814,0.4545454545454546,0.8774284218358182,0.550561797752809,0.3017256515086909
71,0.44299999999999995,1966,0.875,Wes Montgomery,0.759,0.247,0,0.4320000000000001,0.0978,0,Bumpin' On Sunset,1966-12-03,0.0521,jazz,0.151720949806162,0.36363636363636365,0.5343768083992394,0.5617977528089888,0.3814367052095613
72,0.907,1967,0.182,Van Morrison,0.491,0.583,0,0.0,0.40700000000000003,1,Brown Eyed Girl,1967-09,0.0376,rock,0.08432845337686187,0.6363636363636364,0.7786105982529141,0.8876404494382022,0.6508879078983671
73,0.486,1967,0.008759999999999999,Jimi Hendrix,0.5329999999999999,0.905,0,0.578,0.0698,1,Purple Haze,1967-05-12,0.0754,rock,0.07636196694552133,0.18181818181818182,0.9355176499765769,0.8089887640449438,0.38958213148059895
74,0.289,1967,0.336,The Beatles,0.39,0.502,0,0.000138,0.0713,1,Strawberry Fields Forever - Remastered 2009,1967-11-27,0.17800000000000002,rock,0.12514474086921035,0.9090909090909092,0.7424288351842157,0.797752808988764,0.32042438987684674
75,0.322,1967,0.486,Jefferson Airplane,0.551,0.293,0,0.000273,0.0864,1,White Rabbit,1967,0.0272,rock,0.06349915833503367,0.18181818181818182,0.7362010526605859,0.7752808988764045,0.3764014647972107
76,0.175,1967,0.29,The Beatles,0.364,0.457,0,0.000106,0.922,0,A Day In The Life - Remastered 2009,1967-06-01,0.0675,rock,0.18259028769638846,0.36363636363636365,0.6904847198875692,0.7415730337078652,0.7301913767588852
77,0.33899999999999997,1967,0.348,Jimi Hendrix,0.499,0.495,0,0.0286,0.2,1,The Wind Cries Mary,1967-05-12,0.0501,rock,0.09543970618241174,0.4545454545454546,0.79117638953953,0.7191011235955056,0.20890290702049208
78,0.17300000000000001,1967,0.465,The Moody Blues,0.195,0.483,0,0.4970000000000001,0.0686,0,Nights In White Satin - Single Version / Mono Mix,1967-11-10,0.03,rock,0.13903667618853294,0.36363636363636365,0.9432059301716774,0.7640449438202247,0.23789786550954373
79,0.49,1967,0.212,The Beatles,0.6509999999999999,0.488,0,0.026000000000000002,0.136,1,Penny Lane - Remastered 2009,1967-11-27,0.0316,rock,0.08278922668843092,0.8181818181818182,0.8542257984513214,0.7415730337078652,0.41552960947101747
80,0.768,1967,0.171,Traffic,0.24,0.615,0,0.0125,0.0801,1,Dear Mr. Fantasy,1967,0.0677,rock,0.18041407365843704,0.18181818181818182,0.6917247650803273,0.6741573033707865,0.7517494795455115
81,0.8390000000000001,1967,0.332,The Doors,0.684,0.698,0,5.16e-06,0.122,1,Love Me Two Times,1967-09-25,0.040999999999999995,rock,0.09185242807590288,0.8181818181818182,0.9093664746892999,0.7078651685393258,0.5397363866663322
82,0.826,1967,0.155,"Desmond Dekker, The Aces",0.831,0.65,0,0.262,0.105,1,007 (Shanty Town),1967-01-01,0.06,reggae,0.06491914915323405,0.8181818181818182,0.956515748573948,0.6404494382022472,0.3443151320574882
83,0.5720000000000001,1967,0.00206,Jimi Hendrix,0.479,0.9440000000000001,0,0.0283,0.35600000000000004,1,Fire,1967-05-12,0.115,rock,0.07189030299938787,0.8181818181818182,0.9383559756400011,0.5842696629213483,0.6689345105219593
84,0.62,1967,0.41,Thelonious Monk,0.465,0.35,0,0.27899999999999997,0.135,1,"Straight, No Chaser",1967,0.0403,jazz,0.4062181187512752,0.2727272727272727,0.7231392432968669,0.6067415730337078,0.2919875090922771
85,0.8320000000000001,1967,0.24100000000000002,The Paragons,0.451,0.433,0,0.0,0.47200000000000003,1,The Tide Is High - Stereo Version,1967-01-01,0.0291,reggae,0.07072536217098552,0.6363636363636364,0.8275234919672628,0.6067415730337078,0.31049186084426494
86,0.564,1968,0.00255,Jimi Hendrix,0.43799999999999994,0.805,0,5.6899999999999994e-05,0.0842,1,All Along the Watchtower,1968-10-25,0.0624,rock,0.12098742603550294,0.7272727272727273,0.9088704566121966,0.8764044943820224,0.41687777471218224
87,0.8009999999999999,1968,0.142,Steppenwolf,0.64,0.6509999999999999,0,0.28,0.0341,0,Magic Carpet Ride,1968-10-01,0.0517,rock,0.1406090593756376,0.36363636363636365,0.6679158973793713,0.7865168539325842,0.4069891394316386
88,0.203,1968,0.7290000000000001,Louis Armstrong,0.271,0.165,0,1.6e-06,0.11800000000000001,1,What A Wonderful World - Single Version,1968-01-01,0.0351,jazz,0.056221944501122216,0.4545454545454546,0.5116426465320071,0.7640449438202247,0.19006621686021713
89,0.54,1968,0.262,Steppenwolf,0.439,0.7340000000000001,0,0.33299999999999996,0.244,1,Born To Be Wild - Single Version,1968-01-01,0.09699999999999999,rock,0.10319322587227095,0.18181818181818182,0.7454325002066743,0.7640449438202247,0.6203566680879882
90,0.457,1968,0.191,Cream,0.5529999999999999,0.5760000000000001,0,0.006640000000000001,0.0365,1,White Room,1968-07-01,0.0304,rock,0.15767190369312384,0.0,0.7098845380142744,0.8089887640449438,0.3953949183576212
91,0.7020000000000001,1968,0.0205,The Beatles,0.45299999999999996,0.654,0,0.00395,0.172,0,While My Guitar Gently Weeps - Remastered 2009,1968-11-22,0.0317,rock,0.14917044990818198,0.36363636363636365,0.8367273829535121,0.7865168539325842,0.4278324011136472
92,0.963,1968,0.028999999999999998,The Doors,0.597,0.5539999999999999,0,0.0,0.0766,0,"Hello, I Love You",1968-07-03,0.0425,rock,0.052378978779840844,1.0,0.6909807379646725,0.696629213483146,0.4456093706890064
93,0.69,1968,0.1,The Rolling Stones,0.583,0.855,0,0.0177,0.262,1,Street Fighting Man - 50th Anniversary Edition,1968-12-06,0.0333,rock,0.09187793307488268,0.0,0.8819752542092646,0.6404494382022472,0.5104655245930422
94,0.39399999999999996,1969,0.0339,The Beatles,0.557,0.54,0,0.00248,0.179,1,Here Comes The Sun - Remastered 2009,1969-09-26,0.0347,rock,0.08587533156498672,0.8181818181818182,0.7918377469756676,0.9213483146067416,0.5166921668464219
95,0.187,1969,0.0302,The Beatles,0.5329999999999999,0.376,0,0.248,0.0926,0,Come Together - Remastered 2009,1969-09-26,0.0393,rock,0.13319603142215872,0.8181818181818182,0.752459422965637,0.8876404494382022,0.7414030951365722
96,0.489,1969,0.447,The Rolling Stones,0.634,0.63,0,0.039,0.17,0,Gimme Shelter,1969-12-05,0.031,rock,0.1400989593960416,0.09090909090909091,0.8526550745404944,0.8539325842696629,0.45058190574130264
97,0.42200000000000004,1969,0.0484,Led Zeppelin,0.41200000000000003,0.902,0,0.131,0.405,1,Whole Lotta Love - 1990 Remaster,1969-10-22,0.405,rock,0.18034584778616608,0.8181818181818182,0.7610846261952658,0.8651685393258427,0.26943866161679497
98,0.8859999999999999,1969,0.07200000000000001,Led Zeppelin,0.46799999999999997,0.607,0,0.000852,0.225,1,Ramble On - 1990 Remaster,1969-10-22,0.0336,rock,0.13535502958579881,0.8181818181818182,0.7675053046377691,0.7865168539325842,0.3239233489678698
99,0.622,1969,0.6759999999999999,Santana,0.489,0.349,0,0.0789,0.0866,0,Black Magic Woman - Single Version,1969,0.0323,rock,0.09271959804121607,0.18181818181818182,0.6868196974289731,0.7528089887640449,0.4864493716922922
100,0.47200000000000003,1969,0.64,The Rolling Stones,0.32,0.62,0,6.36e-05,0.253,1,You Can't Always Get What You Want,1969-12-05,0.0594,rock,0.2535624107325036,0.0,0.8138278817272453,0.7528089887640449,0.24803732223030428
101,0.769,1969,0.405,The Doors,0.425,0.903,0,0.0128,0.11699999999999999,1,Touch Me,1969-07-21,0.0732,rock,0.08875739644970415,0.09090909090909091,0.9484416765411007,0.7191011235955056,0.3886290100077754
102,0.595,1969,0.22899999999999998,The Maytals,0.777,0.48700000000000004,0,0.0008460000000000001,0.0959,1,54-46 That's My Number,1969-01-01,0.0628,reggae,0.09712303611507855,0.0,0.8914547107939046,0.6292134831460674,0.20645739797837914
103,0.619,1970,0.013000000000000001,Led Zeppelin,0.564,0.932,0,0.16899999999999998,0.349,1,Immigrant Song - Remaster,1970,0.0554,rock,0.060699984697000615,1.0,0.8033012758687206,0.8651685393258427,0.4148962853344704
104,0.41,1970,0.631,The Beatles,0.44299999999999995,0.40299999999999997,0,0.0,0.111,1,Let It Be - Remastered 2009,1970-05-08,0.0322,rock,0.12240741685370332,0.0,0.8509465678304721,0.8764044943820224,0.6063043968998473
105,0.325,1970,0.828,Elton John,0.5539999999999999,0.315,0,5.53e-06,0.10099999999999999,1,Your Song,1970-04-10,0.0298,rock,0.12161676188532952,0.2727272727272727,0.7768469784232137,0.8651685393258427,0.5103338433369284
106,0.45399999999999996,1970,4.52e-05,Black Sabbath,0.41200000000000003,0.6579999999999999,0,0.0007740000000000001,0.17600000000000002,0,Paranoid - 2012 - Remaster,1970-09-18,0.0708,metal,0.07482720363191186,0.36363636363636365,0.7486566177078455,0.7752808988764045,0.7292633374300834
107,0.4970000000000001,1970,0.5770000000000001,Derek & The Dominos,0.40399999999999997,0.902,0,0.297,0.287,1,Layla,1970-11-01,0.0665,rock,0.23769830136706793,0.09090909090909091,0.9738212681528838,0.8314606741573034,0.43202738970127164
108,0.4270000000000001,1970,0.00351,Black Sabbath,0.336,0.792,0,0.00175,0.0437,1,Iron Man - 2012 - Remaster,1970-09-18,0.084,metal,0.19399803611507854,0.8181818181818182,0.7810631320785913,0.7415730337078652,0.6823346459655374
109,0.413,1970,0.222,Black Sabbath,0.332,0.623,0,0.000895,0.278,1,War Pigs / Luke's Wall - 2012 - Remaster,1970-09-18,0.08,metal,0.26991111507855536,0.8181818181818182,0.7400589710380556,0.7303370786516854,0.8548370914745793
110,0.902,1970,0.5820000000000001,The Kinks,0.474,0.917,0,0.231,0.201,1,Lola - Coca Cola Version,1970-11-27,0.0395,rock,0.12114045602938175,0.8181818181818182,0.9652787346027722,0.7865168539325842,0.6605508038827158
